Order ID,Date,Customer ID,Product,Quantity,Unit Price,Shipping Address,Payment Method,Order Status,Tracking Number,Items In Cart,Coupon Code,Referral Source,Revenue,Year,Month Name,,
Ord201188,10/7/2023 0:00,C75619,Printer,2,$371.29,924 Main St,Gift Card,Shipped,Trk23086941,5,Winter15,Facebook,$742.58,2023,October,,
Ord200005,10/23/2023 0:00,C37249,Phone,2,$245.86,934 Main St,Credit Card,Shipped,Trk72976927,4,Save10,Instagram,$491.72,2023,October,,
Ord200013,8/30/2023 0:00,C88348,Laptop,3,$201.49,903 Main St,Credit Card,Returned,Trk81913874,4,Freeship,Facebook,$604.47,2023,August,,
Ord200033,6/5/2023 0:00,C52184,Chair,1,$162.77,912 Main St,Online,Cancelled,Trk73312471,4,Winter15,Facebook,$162.77,2023,June,,
Ord200040,8/20/2023 0:00,C84766,Desk,2,$344.02,267 Main St,Online,Delivered,Trk78967923,4,Freeship,Instagram,$688.04,2023,August,,
Ord200041,12/5/2023 0:00,C20212,Monitor,3,$611.45,657 Main St,Gift Card,Pending,Trk69733327,4,Freeship,Instagram,"$1,834.35",2023,December,,
Ord200048,8/26/2023 0:00,C12408,Monitor,2,$80.77,464 Main St,Debit Card,Shipped,Trk38938858,4,Unknown,Google,$161.54,2023,August,,
Ord200069,5/11/2023 0:00,C43338,Monitor,3,$478.65,552 Main St,Online,Shipped,Trk35241775,4,Unknown,Referral,"$1,435.95",2023,May,,
Ord200073,5/3/2023 0:00,C17269,Monitor,4,$433.45,129 Main St,Gift Card,Cancelled,Trk79608389,4,Unknown,Facebook,"$1,733.80",2023,May,,
Ord200084,8/28/2023 0:00,C64160,Monitor,2,$165.49,967 Main St,Online,Shipped,Trk34121529,4,Winter15,Instagram,$330.98,2023,August,,
Ord200090,9/18/2023 0:00,C36540,Chair,4,$182.08,611 Main St,Gift Card,Delivered,Trk35828122,4,Save10,Email,$728.32,2023,September,,
Ord200120,4/11/2023 0:00,C58108,Tablet,4,$629.34,986 Main St,Cash,Cancelled,Trk66218053,4,Winter15,Instagram,"$2,517.36",2023,April,,
Ord200128,2/17/2023 0:00,C86408,Tablet,4,$21.07,244 Main St,Gift Card,Delivered,Trk41432648,4,Freeship,Google,$84.28,2023,February,,
Ord200129,10/27/2023 0:00,C52751,Laptop,4,$263.93,427 Main St,Debit Card,Shipped,Trk72481234,4,Freeship,Facebook,"$1,055.72",2023,October,,
Ord200201,6/18/2023 0:00,C10126,Monitor,2,$674.90,146 Main St,Online,Shipped,Trk75607531,4,Save10,Facebook,"$1,349.80",2023,June,,
Ord200227,11/2/2023 0:00,C93220,Monitor,2,$365.17,353 Main St,Online,Cancelled,Trk89023251,4,Freeship,Facebook,$730.34,2023,November,,
Ord200242,5/9/2023 0:00,C94921,Printer,2,$219.10,134 Main St,Online,Pending,Trk97794327,4,Save10,Referral,$438.20,2023,May,,
Ord200244,2/16/2023 0:00,C98096,Desk,2,$317.77,838 Main St,Debit Card,Cancelled,Trk51518631,4,Winter15,Facebook,$635.54,2023,February,,
Ord200247,7/20/2023 0:00,C14600,Printer,2,$220.90,785 Main St,Gift Card,Shipped,Trk84984764,4,Unknown,Email,$441.80,2023,July,,
Ord200263,3/25/2023 0:00,C71040,Phone,4,$434.85,250 Main St,Credit Card,Pending,Trk41397604,4,Winter15,Google,"$1,739.40",2023,March,,
Ord200265,12/22/2023 0:00,C20752,Printer,1,$572.13,150 Main St,Debit Card,Cancelled,Trk22298450,4,Save10,Google,$572.13,2023,December,,
Ord200275,11/4/2023 0:00,C80735,Chair,2,$65.07,360 Main St,Credit Card,Cancelled,Trk99880231,4,Save10,Google,$130.14,2023,November,,
Ord200302,5/16/2023 0:00,C29432,Chair,3,$468.74,121 Main St,Cash,Pending,Trk44142517,4,Freeship,Instagram,"$1,406.22",2023,May,,
Ord200307,7/1/2023 0:00,C92407,Laptop,3,$557.41,135 Main St,Online,Delivered,Trk11755610,4,Unknown,Email,"$1,672.23",2023,July,,
Ord200309,10/3/2023 0:00,C63153,Chair,4,$549.76,625 Main St,Debit Card,Delivered,Trk38033305,4,Freeship,Facebook,"$2,199.04",2023,October,,
Ord200314,10/4/2023 0:00,C29931,Desk,4,$153.09,540 Main St,Online,Delivered,Trk48712417,4,Freeship,Referral,$612.36,2023,October,,
Ord200336,12/29/2023 0:00,C88174,Laptop,1,$18.20,441 Main St,Debit Card,Pending,Trk10143345,4,Save10,Instagram,$18.20,2023,December,,
Ord200354,7/11/2023 0:00,C31772,Phone,1,$693.41,992 Main St,Debit Card,Shipped,Trk11970357,4,Unknown,Instagram,$693.41,2023,July,,
Ord200373,1/2/2023 0:00,C60178,Laptop,3,$341.15,969 Main St,Cash,Pending,Trk84505143,4,Freeship,Instagram,"$1,023.45",2023,January,,
Ord200386,4/28/2023 0:00,C12421,Tablet,1,$93.02,373 Main St,Online,Returned,Trk32588504,4,Unknown,Email,$93.02,2023,April,,
Ord200448,9/4/2023 0:00,C16776,Laptop,2,$160.00,854 Main St,Cash,Pending,Trk12860600,4,Save10,Instagram,$320.00,2023,September,,
Ord200466,7/18/2023 0:00,C37412,Phone,1,$432.47,895 Main St,Cash,Delivered,Trk97829604,4,Freeship,Referral,$432.47,2023,July,,
Ord200499,4/6/2023 0:00,C18138,Printer,3,$539.46,520 Main St,Credit Card,Shipped,Trk20289483,4,Save10,Facebook,"$1,618.38",2023,April,,
Ord200503,8/31/2023 0:00,C64554,Tablet,3,$136.84,498 Main St,Online,Pending,Trk95384568,4,Freeship,Facebook,$410.52,2023,August,,
Ord200506,7/25/2023 0:00,C23279,Monitor,2,$43.67,696 Main St,Cash,Returned,Trk58039693,4,Winter15,Instagram,$87.34,2023,July,,
Ord200515,3/14/2023 0:00,C67561,Phone,3,$553.52,160 Main St,Gift Card,Shipped,Trk75900717,4,Freeship,Facebook,"$1,660.56",2023,March,,
Ord200524,10/25/2023 0:00,C44778,Phone,1,$153.00,103 Main St,Credit Card,Returned,Trk92617366,4,Unknown,Referral,$153.00,2023,October,,
Ord200547,8/20/2023 0:00,C40427,Phone,1,$613.98,411 Main St,Online,Delivered,Trk25392280,4,Freeship,Facebook,$613.98,2023,August,,
Ord200550,10/29/2023 0:00,C97485,Laptop,4,$228.91,573 Main St,Cash,Shipped,Trk81794737,4,Freeship,Google,$915.64,2023,October,,
Ord200553,8/23/2023 0:00,C82550,Phone,2,$333.83,828 Main St,Gift Card,Cancelled,Trk74103758,4,Freeship,Referral,$667.66,2023,August,,
Ord200568,3/10/2023 0:00,C29072,Laptop,2,$343.99,312 Main St,Online,Delivered,Trk72334047,4,Unknown,Google,$687.98,2023,March,,
Ord200572,11/11/2023 0:00,C27438,Printer,1,$70.32,341 Main St,Cash,Returned,Trk69125497,4,Winter15,Facebook,$70.32,2023,November,,
Ord200579,6/4/2023 0:00,C73999,Tablet,2,$187.88,413 Main St,Online,Shipped,Trk67919507,4,Winter15,Facebook,$375.76,2023,June,,
Ord200580,11/14/2023 0:00,C71076,Monitor,2,$255.99,340 Main St,Credit Card,Delivered,Trk65148292,4,Save10,Instagram,$511.98,2023,November,,
Ord200590,9/10/2023 0:00,C55757,Printer,2,$461.13,175 Main St,Gift Card,Returned,Trk27356242,4,Unknown,Email,$922.26,2023,September,,
Ord200593,8/2/2023 0:00,C51024,Monitor,1,$489.80,636 Main St,Gift Card,Shipped,Trk31375086,4,Freeship,Facebook,$489.80,2023,August,,
Ord200599,6/30/2023 0:00,C28740,Chair,3,$556.99,123 Main St,Online,Cancelled,Trk33642221,4,Freeship,Facebook,"$1,670.97",2023,June,,
Ord200623,6/16/2023 0:00,C91941,Printer,3,$396.00,269 Main St,Gift Card,Cancelled,Trk21330732,4,Freeship,Instagram,"$1,188.00",2023,June,,
Ord200627,8/6/2023 0:00,C53334,Chair,3,$498.68,879 Main St,Online,Returned,Trk31724421,4,Freeship,Email,"$1,496.04",2023,August,,
Ord200645,1/2/2023 0:00,C82990,Laptop,2,$150.05,727 Main St,Credit Card,Cancelled,Trk68574801,4,Save10,Facebook,$300.10,2023,January,,
Ord200646,10/27/2023 0:00,C98761,Chair,4,$498.51,804 Main St,Debit Card,Shipped,Trk43262630,4,Save10,Google,"$1,994.04",2023,October,,
Ord200655,3/14/2023 0:00,C22101,Chair,2,$132.60,262 Main St,Debit Card,Cancelled,Trk70711522,4,Winter15,Email,$265.20,2023,March,,
Ord200686,10/9/2023 0:00,C41903,Desk,3,$53.60,525 Main St,Cash,Pending,Trk59112382,4,Winter15,Facebook,$160.80,2023,October,,
Ord200717,10/16/2023 0:00,C50087,Chair,3,$122.11,707 Main St,Online,Delivered,Trk31143760,4,Winter15,Email,$366.33,2023,October,,
Ord200755,6/13/2023 0:00,C54160,Desk,3,$336.71,658 Main St,Credit Card,Pending,Trk60515972,4,Unknown,Email,"$1,010.13",2023,June,,
Ord200763,4/6/2023 0:00,C79142,Laptop,1,$569.96,533 Main St,Online,Delivered,Trk30915955,4,Freeship,Email,$569.96,2023,April,,
Ord200799,4/16/2023 0:00,C26364,Laptop,4,$328.56,803 Main St,Debit Card,Returned,Trk78924436,4,Freeship,Email,"$1,314.24",2023,April,,
Ord200853,10/16/2023 0:00,C10002,Printer,3,$490.01,894 Main St,Cash,Returned,Trk94641152,4,Save10,Facebook,"$1,470.03",2023,October,,
Ord200864,5/3/2023 0:00,C14240,Desk,1,$491.11,592 Main St,Credit Card,Delivered,Trk58095246,4,Save10,Facebook,$491.11,2023,May,,
Ord200893,3/21/2023 0:00,C99533,Monitor,1,$678.01,696 Main St,Cash,Pending,Trk55701253,4,Freeship,Referral,$678.01,2023,March,,
Ord200940,3/27/2023 0:00,C74003,Printer,4,$305.32,679 Main St,Online,Cancelled,Trk91525779,4,Save10,Google,"$1,221.28",2023,March,,
Ord200989,3/23/2023 0:00,C49995,Laptop,4,$246.11,559 Main St,Credit Card,Pending,Trk33212013,4,Save10,Instagram,$984.44,2023,March,,
Ord201021,10/23/2023 0:00,C74519,Phone,3,$315.27,309 Main St,Credit Card,Cancelled,Trk97351945,4,Save10,Email,$945.81,2023,October,,
Ord201072,2/26/2023 0:00,C88644,Monitor,1,$392.61,977 Main St,Gift Card,Cancelled,Trk14900878,4,Save10,Referral,$392.61,2023,February,,
Ord201078,3/18/2023 0:00,C62627,Desk,1,$41.09,881 Main St,Online,Returned,Trk90060232,4,Winter15,Email,$41.09,2023,March,,
Ord201125,10/16/2023 0:00,C23555,Desk,4,$408.36,156 Main St,Gift Card,Cancelled,Trk67210247,4,Freeship,Referral,"$1,633.44",2023,October,,
Ord201136,9/24/2023 0:00,C71899,Tablet,3,$668.33,799 Main St,Gift Card,Pending,Trk34856025,4,Winter15,Facebook,"$2,004.99",2023,September,,
Ord201138,12/18/2023 0:00,C13100,Desk,4,$294.41,188 Main St,Debit Card,Pending,Trk55565668,4,Unknown,Instagram,"$1,177.64",2023,December,,
Ord201151,1/29/2023 0:00,C94381,Chair,2,$608.04,962 Main St,Cash,Cancelled,Trk69804304,4,Unknown,Google,"$1,216.08",2023,January,,
Ord201158,4/20/2023 0:00,C82781,Monitor,4,$27.42,661 Main St,Debit Card,Pending,Trk20605418,4,Save10,Referral,$109.68,2023,April,,
Ord201166,7/31/2023 0:00,C95568,Chair,3,$324.47,971 Main St,Cash,Delivered,Trk37075292,4,Winter15,Email,$973.41,2023,July,,
Ord201184,9/27/2023 0:00,C10222,Laptop,1,$204.08,979 Main St,Gift Card,Returned,Trk86297895,4,Unknown,Google,$204.08,2023,September,,
Ord201194,11/19/2023 0:00,C29885,Printer,3,$189.44,725 Main St,Cash,Pending,Trk62067865,4,Freeship,Email,$568.32,2023,November,,
Ord200000,1/4/2023 0:00,C72649,Monitor,5,$570.62,928 Main St,Debit Card,Shipped,Trk37947903,7,Save10,Instagram,"$2,853.10",2023,January,,
Ord200007,5/12/2023 0:00,C41460,Monitor,5,$149.55,706 Main St,Cash,Shipped,Trk78809193,9,Freeship,Facebook,$747.75,2023,May,,
Ord200010,12/29/2023 0:00,C43443,Tablet,5,$625.97,333 Main St,Credit Card,Returned,Trk98859248,9,Winter15,Instagram,"$3,129.85",2023,December,,
Ord200014,3/27/2023 0:00,C98474,Tablet,2,$393.33,980 Main St,Debit Card,Pending,Trk79186539,3,Save10,Instagram,$786.66,2023,March,,
Ord200015,7/17/2023 0:00,C39416,Printer,1,$473.96,942 Main St,Cash,Delivered,Trk54930938,3,Unknown,Google,$473.96,2023,July,,
Ord200016,1/24/2023 0:00,C28976,Printer,2,$533.81,914 Main St,Credit Card,Pending,Trk13194259,3,Freeship,Email,"$1,067.62",2023,January,,
Ord200019,1/23/2023 0:00,C14552,Monitor,5,$224.00,273 Main St,Cash,Returned,Trk59101365,9,Save10,Google,"$1,120.00",2023,January,,
Ord200020,5/8/2023 0:00,C54829,Chair,5,$62.51,587 Main St,Cash,Pending,Trk16718651,9,Winter15,Instagram,$312.55,2023,May,,
Ord200022,1/29/2023 0:00,C34416,Monitor,2,$49.62,633 Main St,Online,Pending,Trk75937350,2,Save10,Google,$99.24,2023,January,,
Ord200032,5/1/2023 0:00,C12388,Tablet,5,$536.72,830 Main St,Cash,Delivered,Trk99261395,10,Unknown,Email,"$2,683.60",2023,May,,
Ord200043,12/14/2023 0:00,C60572,Chair,3,$499.21,871 Main St,Online,Cancelled,Trk20351666,8,Unknown,Instagram,"$1,497.63",2023,December,,
Ord200047,7/19/2023 0:00,C38134,Desk,2,$209.94,323 Main St,Credit Card,Returned,Trk42450754,3,Freeship,Email,$419.88,2023,July,,
Ord200049,10/7/2023 0:00,C11985,Printer,1,$30.44,633 Main St,Credit Card,Shipped,Trk53272402,1,Save10,Email,$30.44,2023,October,,
Ord200062,8/22/2023 0:00,C36497,Desk,2,$43.15,691 Main St,Debit Card,Pending,Trk12102911,3,Winter15,Email,$86.30,2023,August,,
Ord200070,5/26/2023 0:00,C25123,Desk,1,$629.21,384 Main St,Gift Card,Pending,Trk27812282,2,Freeship,Instagram,$629.21,2023,May,,
Ord200093,1/14/2023 0:00,C97262,Desk,4,$431.01,837 Main St,Credit Card,Returned,Trk65990229,7,Unknown,Referral,"$1,724.04",2023,January,,
Ord200095,3/24/2023 0:00,C76761,Printer,4,$117.51,839 Main St,Debit Card,Returned,Trk60179774,7,Unknown,Referral,$470.04,2023,March,,
Ord200098,1/14/2023 0:00,C70921,Printer,2,$228.54,533 Main St,Debit Card,Pending,Trk54983109,3,Unknown,Email,$457.08,2023,January,,
Ord200102,3/8/2023 0:00,C18037,Laptop,2,$70.34,944 Main St,Gift Card,Cancelled,Trk47362236,3,Freeship,Email,$140.68,2023,March,,
Ord200106,9/8/2023 0:00,C73514,Desk,3,$465.05,126 Main St,Credit Card,Cancelled,Trk96777924,3,Save10,Email,"$1,395.15",2023,September,,
Ord200107,3/27/2023 0:00,C16775,Printer,5,$670.75,848 Main St,Gift Card,Shipped,Trk34392124,8,Freeship,Instagram,"$3,353.75",2023,March,,
Ord200109,9/17/2023 0:00,C51157,Desk,3,$592.87,131 Main St,Gift Card,Shipped,Trk18674578,3,Freeship,Referral,"$1,778.61",2023,September,,
Ord200112,1/1/2023 0:00,C81366,Monitor,1,$410.60,423 Main St,Online,Cancelled,Trk17062206,2,Winter15,Referral,$410.60,2023,January,,
Ord200115,11/27/2023 0:00,C32580,Phone,5,$374.99,122 Main St,Online,Shipped,Trk23670394,9,Save10,Facebook,"$1,874.95",2023,November,,
Ord200118,10/9/2023 0:00,C27898,Printer,5,$502.71,807 Main St,Gift Card,Shipped,Trk61957665,7,Freeship,Google,"$2,513.55",2023,October,,
Ord200121,11/30/2023 0:00,C89822,Desk,1,$410.78,673 Main St,Cash,Cancelled,Trk24138598,1,Freeship,Instagram,$410.78,2023,November,,
Ord200127,8/10/2023 0:00,C71486,Desk,3,$469.32,365 Main St,Debit Card,Shipped,Trk73929833,3,Unknown,Google,"$1,407.96",2023,August,,
Ord200138,12/21/2023 0:00,C21905,Tablet,1,$298.06,478 Main St,Debit Card,Pending,Trk31863841,3,Winter15,Google,$298.06,2023,December,,
Ord200139,4/10/2023 0:00,C61440,Phone,1,$583.90,714 Main St,Cash,Returned,Trk33114521,1,Unknown,Email,$583.90,2023,April,,
Ord200141,11/18/2023 0:00,C80004,Printer,3,$684.14,151 Main St,Cash,Cancelled,Trk66230753,3,Winter15,Instagram,"$2,052.42",2023,November,,
Ord200142,9/6/2023 0:00,C86374,Desk,5,$272.77,573 Main St,Cash,Pending,Trk79451491,7,Winter15,Email,"$1,363.85",2023,September,,
Ord200144,8/4/2023 0:00,C63365,Desk,5,$219.78,895 Main St,Credit Card,Pending,Trk80100887,8,Unknown,Facebook,"$1,098.90",2023,August,,
Ord200149,12/27/2023 0:00,C39671,Laptop,1,$217.56,174 Main St,Debit Card,Delivered,Trk47153818,3,Unknown,Facebook,$217.56,2023,December,,
Ord200151,12/1/2023 0:00,C32960,Printer,5,$444.76,947 Main St,Debit Card,Returned,Trk91226500,7,Unknown,Email,"$2,223.80",2023,December,,
Ord200154,7/20/2023 0:00,C73587,Phone,4,$408.21,727 Main St,Credit Card,Pending,Trk13955543,9,Unknown,Instagram,"$1,632.84",2023,July,,
Ord200160,2/17/2023 0:00,C38669,Monitor,4,$101.32,240 Main St,Cash,Pending,Trk81738254,7,Unknown,Referral,$405.28,2023,February,,
Ord200162,7/27/2023 0:00,C82313,Chair,3,$65.86,917 Main St,Online,Pending,Trk79854624,8,Winter15,Google,$197.58,2023,July,,
Ord200167,5/27/2023 0:00,C88304,Chair,2,$384.14,219 Main St,Online,Returned,Trk44268941,2,Winter15,Email,$768.28,2023,May,,
Ord200171,8/15/2023 0:00,C20448,Tablet,2,$148.22,336 Main St,Credit Card,Delivered,Trk67379895,7,Winter15,Instagram,$296.44,2023,August,,
Ord200177,8/5/2023 0:00,C55632,Chair,5,$431.69,354 Main St,Credit Card,Pending,Trk13003066,10,Unknown,Facebook,"$2,158.45",2023,August,,
Ord200180,3/18/2023 0:00,C87216,Tablet,5,$316.07,970 Main St,Cash,Returned,Trk18713727,10,Unknown,Google,"$1,580.35",2023,March,,
Ord200186,12/7/2023 0:00,C30334,Phone,2,$133.55,322 Main St,Cash,Pending,Trk66388885,7,Freeship,Facebook,$267.10,2023,December,,
Ord200204,9/5/2023 0:00,C99775,Laptop,4,$413.71,478 Main St,Gift Card,Cancelled,Trk21638425,9,Freeship,Facebook,"$1,654.84",2023,September,,
Ord200205,3/4/2023 0:00,C19266,Desk,3,$147.39,609 Main St,Debit Card,Returned,Trk58357269,3,Unknown,Email,$442.17,2023,March,,
Ord200209,8/29/2023 0:00,C35854,Tablet,5,$187.97,706 Main St,Cash,Returned,Trk30615168,9,Save10,Google,$939.85,2023,August,,
Ord200222,5/4/2023 0:00,C43124,Chair,4,$693.36,931 Main St,Online,Shipped,Trk17293348,8,Unknown,Instagram,"$2,773.44",2023,May,,
Ord200224,9/23/2023 0:00,C18567,Printer,4,$91.46,507 Main St,Cash,Cancelled,Trk17554673,9,Save10,Referral,$365.84,2023,September,,
Ord200228,5/17/2023 0:00,C57867,Chair,4,$385.92,579 Main St,Credit Card,Cancelled,Trk92055007,8,Unknown,Instagram,"$1,543.68",2023,May,,
Ord200231,11/5/2023 0:00,C30955,Phone,4,$41.90,327 Main St,Gift Card,Pending,Trk46898848,9,Freeship,Instagram,$167.60,2023,November,,
Ord200232,5/19/2023 0:00,C20731,Printer,4,$444.44,610 Main St,Debit Card,Cancelled,Trk75568437,8,Winter15,Google,"$1,777.76",2023,May,,
Ord200235,2/20/2023 0:00,C32854,Desk,1,$65.45,815 Main St,Cash,Pending,Trk30009218,2,Winter15,Google,$65.45,2023,February,,
Ord200236,1/1/2023 0:00,C14847,Monitor,1,$318.81,562 Main St,Debit Card,Pending,Trk39663243,3,Winter15,Email,$318.81,2023,January,,
Ord200240,7/12/2023 0:00,C14983,Tablet,1,$17.24,255 Main St,Online,Pending,Trk93444157,2,Freeship,Instagram,$17.24,2023,July,,
Ord200250,4/5/2023 0:00,C93379,Desk,3,$42.95,318 Main St,Gift Card,Returned,Trk67954150,8,Save10,Email,$128.85,2023,April,,
Ord200259,6/11/2023 0:00,C20977,Chair,4,$435.12,636 Main St,Credit Card,Delivered,Trk54991561,9,Save10,Instagram,"$1,740.48",2023,June,,
Ord200260,5/17/2023 0:00,C12245,Monitor,2,$407.79,153 Main St,Debit Card,Shipped,Trk22000463,3,Unknown,Google,$815.58,2023,May,,
Ord200268,8/11/2023 0:00,C37032,Phone,2,$423.88,655 Main St,Debit Card,Delivered,Trk48639226,7,Save10,Referral,$847.76,2023,August,,
Ord200269,11/25/2023 0:00,C48942,Tablet,4,$663.67,129 Main St,Credit Card,Pending,Trk29355120,7,Freeship,Google,"$2,654.68",2023,November,,
Ord200279,10/20/2023 0:00,C69167,Chair,3,$55.01,263 Main St,Online,Pending,Trk12425655,7,Winter15,Email,$165.03,2023,October,,
Ord200281,7/27/2023 0:00,C87181,Desk,4,$654.79,195 Main St,Cash,Pending,Trk60093390,9,Unknown,Referral,"$2,619.16",2023,July,,
Ord200288,3/12/2023 0:00,C97643,Laptop,4,$512.75,537 Main St,Debit Card,Returned,Trk60831391,8,Winter15,Google,"$2,051.00",2023,March,,
Ord200289,7/26/2023 0:00,C17136,Chair,4,$160.49,333 Main St,Credit Card,Shipped,Trk55362541,8,Winter15,Referral,$641.96,2023,July,,
Ord200290,5/5/2023 0:00,C24901,Chair,3,$99.90,258 Main St,Cash,Delivered,Trk14029489,8,Freeship,Facebook,$299.70,2023,May,,
Ord200293,2/16/2023 0:00,C33220,Tablet,4,$463.04,564 Main St,Gift Card,Returned,Trk40450219,9,Unknown,Instagram,"$1,852.16",2023,February,,
Ord200295,1/25/2023 0:00,C49009,Printer,5,$107.48,278 Main St,Debit Card,Cancelled,Trk46285799,9,Freeship,Email,$537.40,2023,January,,
Ord200297,2/22/2023 0:00,C68078,Desk,2,$493.88,252 Main St,Credit Card,Returned,Trk64862812,7,Save10,Instagram,$987.76,2023,February,,
Ord200301,5/11/2023 0:00,C31105,Chair,1,$583.99,726 Main St,Cash,Cancelled,Trk40149095,2,Save10,Email,$583.99,2023,May,,
Ord200305,11/25/2023 0:00,C63822,Laptop,4,$126.89,235 Main St,Cash,Pending,Trk59353216,9,Freeship,Instagram,$507.56,2023,November,,
Ord200308,12/11/2023 0:00,C75888,Printer,3,$448.90,790 Main St,Debit Card,Returned,Trk98467398,7,Save10,Instagram,"$1,346.70",2023,December,,
Ord200313,7/9/2023 0:00,C67687,Chair,2,$434.30,978 Main St,Cash,Delivered,Trk22838735,7,Save10,Instagram,$868.60,2023,July,,
Ord200316,10/2/2023 0:00,C66078,Desk,4,$275.28,101 Main St,Gift Card,Shipped,Trk86474559,9,Winter15,Facebook,"$1,101.12",2023,October,,
Ord200325,6/29/2023 0:00,C53545,Desk,3,$361.39,665 Main St,Credit Card,Shipped,Trk61123177,8,Unknown,Referral,"$1,084.17",2023,June,,
Ord200328,2/28/2023 0:00,C18404,Tablet,5,$674.04,546 Main St,Online,Cancelled,Trk89401624,7,Save10,Google,"$3,370.20",2023,February,,
Ord200331,4/15/2023 0:00,C78724,Printer,3,$422.13,187 Main St,Online,Delivered,Trk25703134,7,Save10,Facebook,"$1,266.39",2023,April,,
Ord200337,5/29/2023 0:00,C77763,Tablet,3,$502.77,599 Main St,Debit Card,Returned,Trk66980447,8,Winter15,Email,"$1,508.31",2023,May,,
Ord200338,11/8/2023 0:00,C53627,Phone,5,$305.49,704 Main St,Debit Card,Shipped,Trk64112352,10,Unknown,Referral,"$1,527.45",2023,November,,
Ord200340,4/23/2023 0:00,C76207,Laptop,5,$521.25,826 Main St,Cash,Cancelled,Trk25569378,8,Unknown,Email,"$2,606.25",2023,April,,
Ord200343,2/26/2023 0:00,C64638,Printer,1,$527.57,919 Main St,Debit Card,Pending,Trk64087938,3,Freeship,Facebook,$527.57,2023,February,,
Ord200345,12/7/2023 0:00,C24751,Tablet,5,$501.26,259 Main St,Gift Card,Shipped,Trk37285406,10,Freeship,Referral,"$2,506.30",2023,December,,
Ord200349,11/30/2023 0:00,C39648,Chair,1,$465.33,824 Main St,Gift Card,Delivered,Trk56016905,2,Freeship,Google,$465.33,2023,November,,
Ord200352,8/31/2023 0:00,C26637,Chair,5,$173.96,995 Main St,Debit Card,Pending,Trk59546992,8,Winter15,Instagram,$869.80,2023,August,,
Ord200356,5/6/2023 0:00,C26966,Printer,5,$374.58,907 Main St,Gift Card,Cancelled,Trk83889574,10,Freeship,Instagram,"$1,872.90",2023,May,,
Ord200357,7/8/2023 0:00,C74982,Laptop,5,$408.56,398 Main St,Debit Card,Delivered,Trk98700702,8,Freeship,Instagram,"$2,042.80",2023,July,,
Ord200364,11/24/2023 0:00,C85282,Phone,5,$628.74,740 Main St,Cash,Cancelled,Trk86767206,9,Freeship,Facebook,"$3,143.70",2023,November,,
Ord200366,2/10/2023 0:00,C95213,Printer,3,$602.24,603 Main St,Debit Card,Pending,Trk40630538,8,Unknown,Referral,"$1,806.72",2023,February,,
Ord200371,1/5/2023 0:00,C59752,Phone,5,$307.76,179 Main St,Gift Card,Pending,Trk82229639,9,Freeship,Google,"$1,538.80",2023,January,,
Ord200381,6/7/2023 0:00,C29467,Chair,1,$191.76,223 Main St,Credit Card,Returned,Trk98103385,1,Freeship,Instagram,$191.76,2023,June,,
Ord200383,1/20/2023 0:00,C18944,Chair,4,$393.80,837 Main St,Credit Card,Pending,Trk45275439,7,Save10,Email,"$1,575.20",2023,January,,
Ord200388,12/28/2023 0:00,C22657,Printer,3,$633.97,152 Main St,Cash,Pending,Trk49157047,7,Winter15,Facebook,"$1,901.91",2023,December,,
Ord200389,12/17/2023 0:00,C29703,Desk,4,$697.50,558 Main St,Cash,Shipped,Trk40543461,7,Freeship,Referral,"$2,790.00",2023,December,,
Ord200390,7/14/2023 0:00,C55996,Printer,5,$508.69,885 Main St,Cash,Delivered,Trk30547638,10,Freeship,Google,"$2,543.45",2023,July,,
Ord200394,7/5/2023 0:00,C70148,Desk,5,$529.55,359 Main St,Gift Card,Shipped,Trk34848650,10,Unknown,Facebook,"$2,647.75",2023,July,,
Ord200396,12/1/2023 0:00,C99217,Tablet,5,$287.13,778 Main St,Online,Shipped,Trk82004594,10,Save10,Email,"$1,435.65",2023,December,,
Ord200397,9/28/2023 0:00,C30184,Monitor,1,$427.06,987 Main St,Online,Cancelled,Trk86674704,1,Winter15,Referral,$427.06,2023,September,,
Ord200406,12/10/2023 0:00,C11657,Tablet,4,$66.10,572 Main St,Cash,Returned,Trk50284486,9,Winter15,Google,$264.40,2023,December,,
Ord200407,8/13/2023 0:00,C85993,Tablet,4,$547.32,250 Main St,Cash,Returned,Trk72547640,8,Freeship,Instagram,"$2,189.28",2023,August,,
Ord200409,6/28/2023 0:00,C45187,Desk,5,$84.13,767 Main St,Online,Delivered,Trk12320793,9,Save10,Google,$420.65,2023,June,,
Ord200418,1/11/2023 0:00,C74169,Printer,1,$310.93,862 Main St,Online,Cancelled,Trk66144809,3,Unknown,Facebook,$310.93,2023,January,,
Ord200424,4/12/2023 0:00,C49491,Chair,5,$22.94,339 Main St,Cash,Pending,Trk64012257,10,Unknown,Email,$114.70,2023,April,,
Ord200433,8/26/2023 0:00,C36613,Monitor,3,$631.64,785 Main St,Credit Card,Returned,Trk13282106,3,Freeship,Facebook,"$1,894.92",2023,August,,
Ord200435,5/27/2023 0:00,C48601,Printer,1,$414.47,101 Main St,Debit Card,Returned,Trk97868309,3,Freeship,Instagram,$414.47,2023,May,,
Ord200456,6/26/2023 0:00,C94479,Desk,5,$62.81,259 Main St,Credit Card,Shipped,Trk69089975,9,Save10,Facebook,$314.05,2023,June,,
